year,month,day,temperature oslo,temperature bergen,temperature trondheim,temperature tromso,10 days ago,9 days ago,8 days ago,7 days ago,6 days ago,5 days ago,4 days ago,3 days ago,2 days ago,1 day ago,today,tomorrow
15,04,26,6.4,4.5,5.8,2.1,214.37,217.41,202.96,199.43,218.4,210.46,207.31,187.93,212.55,196.52,190.82,250.73
15,04,27,5.7,4.6,5.6,2.1,217.41,202.96,199.43,218.4,210.46,207.31,187.93,212.55,196.52,190.82,250.73,247.28
15,04,28,6.2,5.2,5.9,-0.2,202.96,199.43,218.4,210.46,207.31,187.93,212.55,196.52,190.82,250.73,247.28,222.34
15,04,29,5.2,5.9,5.1,-0.1,199.43,218.4,210.46,207.31,187.93,212.55,196.52,190.82,250.73,247.28,222.34,229.2
15,04,30,6.6,5.0,4.6,0.6,218.4,210.46,207.31,187.93,212.55,196.52,190.82,250.73,247.28,222.34,229.2,208.83
15,05,01,7.2,5.2,3.7,2.7,210.46,207.31,187.93,212.55,196.52,190.82,250.73,247.28,222.34,229.2,208.83,205.14
15,05,02,7.6,5.9,3.1,3.5,207.31,187.93,212.55,196.52,190.82,250.73,247.28,222.34,229.2,208.83,205.14,203.19
15,05,03,8.5,7.8,4.6,2.4,187.93,212.55,196.52,190.82,250.73,247.28,222.34,229.2,208.83,205.14,203.19,231.7
15,05,04,6.8,8.3,7.0,2.0,212.55,196.52,190.82,250.73,247.28,222.34,229.2,208.83,205.14,203.19,231.7,217.8
15,05,05,8.8,11.9,10.1,3.8,196.52,190.82,250.73,247.28,222.34,229.2,208.83,205.14,203.19,231.7,217.8,206.35
15,05,06,10.8,9.9,10.9,6.8,190.82,250.73,247.28,222.34,229.2,208.83,205.14,203.19,231.7,217.8,206.35,197.54
15,05,07,8.1,6.6,11.3,6.8,250.73,247.28,222.34,229.2,208.83,205.14,203.19,231.7,217.8,206.35,197.54,204.64
15,05,08,7.9,5.6,6.7,8.3,247.28,222.34,229.2,208.83,205.14,203.19,231.7,217.8,206.35,197.54,204.64,168.55
15,05,09,6.6,6.9,7.2,6.0,222.34,229.2,208.83,205.14,203.19,231.7,217.8,206.35,197.54,204.64,168.55,157.82
15,05,10,8.9,7.1,6.5,6.6,229.2,208.83,205.14,203.19,231.7,217.8,206.35,197.54,204.64,168.55,157.82,194.06
15,05,11,8.5,9.0,9.8,4.9,208.83,205.14,203.19,231.7,217.8,206.35,197.54,204.64,168.55,157.82,194.06,196.25
15,05,12,8.6,8.8,8.4,7.1,205.14,203.19,231.7,217.8,206.35,197.54,204.64,168.55,157.82,194.06,196.25,173.4
15,05,13,9.9,8.6,7.0,7.5,203.19,231.7,217.8,206.35,197.54,204.64,168.55,157.82,194.06,196.25,173.4,158.01
15,05,14,9.4,7.8,4.4,4.0,231.7,217.8,206.35,197.54,204.64,168.55,157.82,194.06,196.25,173.4,158.01,184.19
15,05,15,9.5,7.6,6.2,2.2,217.8,206.35,197.54,204.64,168.55,157.82,194.06,196.25,173.4,158.01,184.19,167.33
15,05,16,8.2,7.0,8.1,3.8,206.35,197.54,204.64,168.55,157.82,194.06,196.25,173.4,158.01,184.19,167.33,118.42
15,05,17,6.7,6.2,6.8,5.8,197.54,204.64,168.55,157.82,194.06,196.25,173.4,158.01,184.19,167.33,118.42,220.19
15,05,18,9.5,9.0,8.3,7.6,204.64,168.55,157.82,194.06,196.25,173.4,158.01,184.19,167.33,118.42,220.19,210.05
15,05,19,7.9,8.6,9.4,5.4,168.55,157.82,194.06,196.25,173.4,158.01,184.19,167.33,118.42,220.19,210.05,234.89
15,05,20,9.6,8.9,7.8,6.3,157.82,194.06,196.25,173.4,158.01,184.19,167.33,118.42,220.19,210.05,234.89,243.85
15,05,21,9.9,7.2,9.5,5.8,194.06,196.25,173.4,158.01,184.19,167.33,118.42,220.19,210.05,234.89,243.85,194.29
15,05,22,9.6,7.8,7.4,7.4,196.25,173.4,158.01,184.19,167.33,118.42,220.19,210.05,234.89,243.85,194.29,153.34
15,05,23,11.6,7.0,4.3,4.6,173.4,158.01,184.19,167.33,118.42,220.19,210.05,234.89,243.85,194.29,153.34,165.87
15,05,24,8.4,6.8,7.1,3.6,158.01,184.19,167.33,118.42,220.19,210.05,234.89,243.85,194.29,153.34,165.87,186.77
15,05,25,11.0,8.2,7.3,4.0,184.19,167.33,118.42,220.19,210.05,234.89,243.85,194.29,153.34,165.87,186.77,205.08
15,05,26,10.5,7.8,8.3,7.0,167.33,118.42,220.19,210.05,234.89,243.85,194.29,153.34,165.87,186.77,205.08,190.04
15,05,27,12.7,8.2,7.6,10.6,118.42,220.19,210.05,234.89,243.85,194.29,153.34,165.87,186.77,205.08,190.04,192.79
15,05,28,8.4,7.8,10.0,9.1,220.19,210.05,234.89,243.85,194.29,153.34,165.87,186.77,205.08,190.04,192.79,180.06
15,05,29,10.4,7.1,7.4,7.6,210.05,234.89,243.85,194.29,153.34,165.87,186.77,205.08,190.04,192.79,180.06,142.86
15,05,30,7.5,7.7,9.1,9.2,234.89,243.85,194.29,153.34,165.87,186.77,205.08,190.04,192.79,180.06,142.86,115.73
15,05,31,10.7,9.5,7.5,10.8,243.85,194.29,153.34,165.87,186.77,205.08,190.04,192.79,180.06,142.86,115.73,166.77
15,06,01,11.4,7.9,8.0,12.1,194.29,153.34,165.87,186.77,205.08,190.04,192.79,180.06,142.86,115.73,166.77,141.83
15,06,02,8.4,7.9,9.5,8.2,153.34,165.87,186.77,205.08,190.04,192.79,180.06,142.86,115.73,166.77,141.83,137.1
15,06,03,12.7,8.9,7.8,8.1,165.87,186.77,205.08,190.04,192.79,180.06,142.86,115.73,166.77,141.83,137.1,163.73
15,06,04,12.9,9.1,7.2,4.8,186.77,205.08,190.04,192.79,180.06,142.86,115.73,166.77,141.83,137.1,163.73,150.65
15,06,05,13.6,12.7,8.4,5.1,205.08,190.04,192.79,180.06,142.86,115.73,166.77,141.83,137.1,163.73,150.65,89.19
15,06,06,12.7,11.1,9.1,5.7,190.04,192.79,180.06,142.86,115.73,166.77,141.83,137.1,163.73,150.65,89.19,74.05
15,06,07,13.0,8.7,8.3,6.5,192.79,180.06,142.86,115.73,166.77,141.83,137.1,163.73,150.65,89.19,74.05,156.0
15,06,08,12.3,9.0,7.6,6.0,180.06,142.86,115.73,166.77,141.83,137.1,163.73,150.65,89.19,74.05,156.0,164.19
15,06,09,14.6,9.3,8.7,7.1,142.86,115.73,166.77,141.83,137.1,163.73,150.65,89.19,74.05,156.0,164.19,152.42
15,06,10,14.7,9.3,9.1,6.4,115.73,166.77,141.83,137.1,163.73,150.65,89.19,74.05,156.0,164.19,152.42,143.51
15,06,11,16.6,10.1,8.4,5.3,166.77,141.83,137.1,163.73,150.65,89.19,74.05,156.0,164.19,152.42,143.51,132.57
15,06,12,17.1,10.4,9.4,4.8,141.83,137.1,163.73,150.65,89.19,74.05,156.0,164.19,152.42,143.51,132.57,86.68
15,06,13,15.3,9.5,8.2,5.0,137.1,163.73,150.65,89.19,74.05,156.0,164.19,152.42,143.51,132.57,86.68,70.08
15,06,14,13.4,7.5,7.0,7.0,163.73,150.65,89.19,74.05,156.0,164.19,152.42,143.51,132.57,86.68,70.08,111.08
15,06,15,13.7,7.9,5.8,8.8,150.65,89.19,74.05,156.0,164.19,152.42,143.51,132.57,86.68,70.08,111.08,126.18
15,06,16,14.3,9.2,7.5,7.3,89.19,74.05,156.0,164.19,152.42,143.51,132.57,86.68,70.08,111.08,126.18,125.96
15,06,17,10.2,9.3,10.0,6.8,74.05,156.0,164.19,152.42,143.51,132.57,86.68,70.08,111.08,126.18,125.96,96.97
15,06,18,11.8,10.5,11.0,9.1,156.0,164.19,152.42,143.51,132.57,86.68,70.08,111.08,126.18,125.96,96.97,92.86
15,06,19,14.9,11.5,11.6,7.4,164.19,152.42,143.51,132.57,86.68,70.08,111.08,126.18,125.96,96.97,92.86,82.03
15,06,20,17.7,11.4,10.7,8.5,152.42,143.51,132.57,86.68,70.08,111.08,126.18,125.96,96.97,92.86,82.03,100.33
15,06,21,15.8,11.8,13.6,9.3,143.51,132.57,86.68,70.08,111.08,126.18,125.96,96.97,92.86,82.03,100.33,151.69
15,06,22,14.3,14.6,13.8,10.0,132.57,86.68,70.08,111.08,126.18,125.96,96.97,92.86,82.03,100.33,151.69,143.18
15,06,23,15.9,11.5,9.4,9.6,86.68,70.08,111.08,126.18,125.96,96.97,92.86,82.03,100.33,151.69,143.18,103.58
15,06,24,15.1,10.2,10.5,11.3,70.08,111.08,126.18,125.96,96.97,92.86,82.03,100.33,151.69,143.18,103.58,115.47
15,06,25,12.9,9.3,9.1,8.8,111.08,126.18,125.96,96.97,92.86,82.03,100.33,151.69,143.18,103.58,115.47,151.0
15,06,26,15.1,11.6,8.9,7.2,126.18,125.96,96.97,92.86,82.03,100.33,151.69,143.18,103.58,115.47,151.0,133.8
15,06,27,16.3,13.7,11.0,7.8,125.96,96.97,92.86,82.03,100.33,151.69,143.18,103.58,115.47,151.0,133.8,131.91
15,06,28,14.7,13.0,13.9,7.9,96.97,92.86,82.03,100.33,151.69,143.18,103.58,115.47,151.0,133.8,131.91,149.61
15,06,29,17.1,12.7,11.6,7.3,92.86,82.03,100.33,151.69,143.18,103.58,115.47,151.0,133.8,131.91,149.61,145.5
15,06,30,18.3,14.0,12.6,8.1,82.03,100.33,151.69,143.18,103.58,115.47,151.0,133.8,131.91,149.61,145.5,140.12
15,07,01,20.6,17.8,13.0,9.5,100.33,151.69,143.18,103.58,115.47,151.0,133.8,131.91,149.61,145.5,140.12,102.75
15,07,02,20.0,21.4,19.7,9.9,151.69,143.18,103.58,115.47,151.0,133.8,131.91,149.61,145.5,140.12,102.75,97.77
15,07,03,20.0,15.5,17.7,9.2,143.18,103.58,115.47,151.0,133.8,131.91,149.61,145.5,140.12,102.75,97.77,87.58
15,07,04,20.6,16.9,13.0,8.5,103.58,115.47,151.0,133.8,131.91,149.61,145.5,140.12,102.75,97.77,87.58,100.22
15,07,05,20.9,15.7,16.3,8.0,115.47,151.0,133.8,131.91,149.61,145.5,140.12,102.75,97.77,87.58,100.22,98.04
15,07,06,16.3,11.9,15.9,9.5,151.0,133.8,131.91,149.61,145.5,140.12,102.75,97.77,87.58,100.22,98.04,96.33
15,07,07,17.2,12.1,10.6,7.5,133.8,131.91,149.61,145.5,140.12,102.75,97.77,87.58,100.22,98.04,96.33,79.42
15,07,08,13.4,12.6,9.9,9.0,131.91,149.61,145.5,140.12,102.75,97.77,87.58,100.22,98.04,96.33,79.42,56.56
15,07,09,13.8,10.9,9.0,14.9,149.61,145.5,140.12,102.75,97.77,87.58,100.22,98.04,96.33,79.42,56.56,57.19
15,07,10,15.2,11.0,8.8,10.7,145.5,140.12,102.75,97.77,87.58,100.22,98.04,96.33,79.42,56.56,57.19,80.89
15,07,11,16.0,12.4,12.8,9.1,140.12,102.75,97.77,87.58,100.22,98.04,96.33,79.42,56.56,57.19,80.89,75.56
15,07,12,16.8,13.5,17.0,9.9,102.75,97.77,87.58,100.22,98.04,96.33,79.42,56.56,57.19,80.89,75.56,103.19
15,07,13,16.5,12.8,15.2,10.7,97.77,87.58,100.22,98.04,96.33,79.42,56.56,57.19,80.89,75.56,103.19,107.92
15,07,14,17.2,12.8,12.8,9.9,87.58,100.22,98.04,96.33,79.42,56.56,57.19,80.89,75.56,103.19,107.92,92.21
15,07,15,15.6,11.6,11.9,10.2,100.22,98.04,96.33,79.42,56.56,57.19,80.89,75.56,103.19,107.92,92.21,110.45
15,07,16,14.2,11.4,10.0,8.8,98.04,96.33,79.42,56.56,57.19,80.89,75.56,103.19,107.92,92.21,110.45,91.64
15,07,17,15.3,13.3,11.5,11.0,96.33,79.42,56.56,57.19,80.89,75.56,103.19,107.92,92.21,110.45,91.64,61.63
15,07,18,14.9,11.9,12.0,13.4,79.42,56.56,57.19,80.89,75.56,103.19,107.92,92.21,110.45,91.64,61.63,81.66
15,07,19,16.7,12.3,11.5,14.7,56.56,57.19,80.89,75.56,103.19,107.92,92.21,110.45,91.64,61.63,81.66,93.64
15,07,20,17.5,13.0,12.1,11.7,57.19,80.89,75.56,103.19,107.92,92.21,110.45,91.64,61.63,81.66,93.64,82.88
15,07,21,14.0,12.6,13.4,10.4,80.89,75.56,103.19,107.92,92.21,110.45,91.64,61.63,81.66,93.64,82.88,92.21
15,07,22,17.0,12.4,13.2,11.5,75.56,103.19,107.92,92.21,110.45,91.64,61.63,81.66,93.64,82.88,92.21,86.54
15,07,23,16.4,12.2,11.3,10.8,103.19,107.92,92.21,110.45,91.64,61.63,81.66,93.64,82.88,92.21,86.54,92.11
15,07,24,15.0,12.0,12.3,9.1,107.92,92.21,110.45,91.64,61.63,81.66,93.64,82.88,92.21,86.54,92.11,63.57
15,07,25,12.5,12.6,13.0,10.1,92.21,110.45,91.64,61.63,81.66,93.64,82.88,92.21,86.54,92.11,63.57,35.02
15,07,26,12.4,12.8,12.3,13.0,110.45,91.64,61.63,81.66,93.64,82.88,92.21,86.54,92.11,63.57,35.02,87.06
15,07,27,15.2,13.6,12.7,14.4,91.64,61.63,81.66,93.64,82.88,92.21,86.54,92.11,63.57,35.02,87.06,89.37
15,07,28,14.3,14.0,13.2,15.9,61.63,81.66,93.64,82.88,92.21,86.54,92.11,63.57,35.02,87.06,89.37,71.86
15,07,29,14.4,15.7,13.2,13.7,81.66,93.64,82.88,92.21,86.54,92.11,63.57,35.02,87.06,89.37,71.86,67.28
15,07,30,16.7,12.2,10.6,16.0,93.64,82.88,92.21,86.54,92.11,63.57,35.02,87.06,89.37,71.86,67.28,57.47
15,07,31,14.8,10.9,10.2,13.8,82.88,92.21,86.54,92.11,63.57,35.02,87.06,89.37,71.86,67.28,57.47,60.32
15,08,01,15.1,11.2,11.9,11.2,92.21,86.54,92.11,63.57,35.02,87.06,89.37,71.86,67.28,57.47,60.32,67.74
15,08,02,14.3,11.8,11.7,10.1,86.54,92.11,63.57,35.02,87.06,89.37,71.86,67.28,57.47,60.32,67.74,83.35
15,08,03,14.9,14.8,12.7,9.7,92.11,63.57,35.02,87.06,89.37,71.86,67.28,57.47,60.32,67.74,83.35,77.19
15,08,04,15.5,16.9,16.3,10.2,63.57,35.02,87.06,89.37,71.86,67.28,57.47,60.32,67.74,83.35,77.19,81.33
15,08,05,16.6,15.2,16.0,14.4,35.02,87.06,89.37,71.86,67.28,57.47,60.32,67.74,83.35,77.19,81.33,77.88
15,08,06,15.9,15.4,16.3,14.3,87.06,89.37,71.86,67.28,57.47,60.32,67.74,83.35,77.19,81.33,77.88,74.91
15,08,07,16.4,14.2,16.0,13.7,89.37,71.86,67.28,57.47,60.32,67.74,83.35,77.19,81.33,77.88,74.91,57.32
15,08,08,18.1,13.9,12.7,12.4,71.86,67.28,57.47,60.32,67.74,83.35,77.19,81.33,77.88,74.91,57.32,71.05
15,08,09,15.4,14.0,14.0,12.3,67.28,57.47,60.32,67.74,83.35,77.19,81.33,77.88,74.91,57.32,71.05,105.67
15,08,10,16.2,15.8,16.7,12.9,57.47,60.32,67.74,83.35,77.19,81.33,77.88,74.91,57.32,71.05,105.67,94.4
15,08,11,15.9,13.4,15.9,16.0,60.32,67.74,83.35,77.19,81.33,77.88,74.91,57.32,71.05,105.67,94.4,105.68
15,08,12,16.3,12.2,11.6,12.1,67.74,83.35,77.19,81.33,77.88,74.91,57.32,71.05,105.67,94.4,105.68,115.32
15,08,13,16.3,13.3,13.6,9.8,83.35,77.19,81.33,77.88,74.91,57.32,71.05,105.67,94.4,105.68,115.32,98.2
15,08,14,18.1,18.2,15.9,9.7,77.19,81.33,77.88,74.91,57.32,71.05,105.67,94.4,105.68,115.32,98.2,100.21
15,08,15,19.0,16.7,21.4,13.4,81.33,77.88,74.91,57.32,71.05,105.67,94.4,105.68,115.32,98.2,100.21,101.92
15,08,16,18.6,15.5,20.4,14.5,77.88,74.91,57.32,71.05,105.67,94.4,105.68,115.32,98.2,100.21,101.92,108.7
15,08,17,18.2,16.6,20.3,13.9,74.91,57.32,71.05,105.67,94.4,105.68,115.32,98.2,100.21,101.92,108.7,118.01
15,08,18,17.5,17.1,20.6,13.3,57.32,71.05,105.67,94.4,105.68,115.32,98.2,100.21,101.92,108.7,118.01,162.1
15,08,19,17.9,20.1,21.5,11.8,71.05,105.67,94.4,105.68,115.32,98.2,100.21,101.92,108.7,118.01,162.1,196.18
15,08,20,17.7,18.4,19.8,13.6,105.67,94.4,105.68,115.32,98.2,100.21,101.92,108.7,118.01,162.1,196.18,184.35
15,08,21,17.1,19.5,19.7,14.3,94.4,105.68,115.32,98.2,100.21,101.92,108.7,118.01,162.1,196.18,184.35,161.63
15,08,22,17.2,18.8,18.8,14.4,105.68,115.32,98.2,100.21,101.92,108.7,118.01,162.1,196.18,184.35,161.63,150.84
15,08,23,18.6,19.6,18.8,13.9,115.32,98.2,100.21,101.92,108.7,118.01,162.1,196.18,184.35,161.63,150.84,187.1
15,08,24,17.4,20.2,20.3,13.0,98.2,100.21,101.92,108.7,118.01,162.1,196.18,184.35,161.63,150.84,187.1,170.86
15,08,25,16.6,17.9,20.3,11.3,100.21,101.92,108.7,118.01,162.1,196.18,184.35,161.63,150.84,187.1,170.86,172.14
15,08,26,15.7,15.2,18.9,11.9,101.92,108.7,118.01,162.1,196.18,184.35,161.63,150.84,187.1,170.86,172.14,152.39
15,08,27,14.9,14.8,15.9,13.9,108.7,118.01,162.1,196.18,184.35,161.63,150.84,187.1,170.86,172.14,152.39,151.34
15,08,28,14.0,13.5,12.2,15.3,118.01,162.1,196.18,184.35,161.63,150.84,187.1,170.86,172.14,152.39,151.34,129.96
15,08,29,15.0,14.3,13.5,14.1,162.1,196.18,184.35,161.63,150.84,187.1,170.86,172.14,152.39,151.34,129.96,141.94
15,08,30,15.9,14.7,13.0,13.2,196.18,184.35,161.63,150.84,187.1,170.86,172.14,152.39,151.34,129.96,141.94,167.84
15,08,31,15.7,14.5,12.5,9.9,184.35,161.63,150.84,187.1,170.86,172.14,152.39,151.34,129.96,141.94,167.84,153.54
15,09,01,13.5,13.9,11.0,7.5,161.63,150.84,187.1,170.86,172.14,152.39,151.34,129.96,141.94,167.84,153.54,150.62
15,09,02,12.6,14.8,10.5,7.9,150.84,187.1,170.86,172.14,152.39,151.34,129.96,141.94,167.84,153.54,150.62,165.62
15,09,03,12.8,16.0,12.4,8.0,187.1,170.86,172.14,152.39,151.34,129.96,141.94,167.84,153.54,150.62,165.62,179.12
15,09,04,12.2,12.1,10.5,7.4,170.86,172.14,152.39,151.34,129.96,141.94,167.84,153.54,150.62,165.62,179.12,139.94
15,09,05,11.8,11.3,10.1,7.9,172.14,152.39,151.34,129.96,141.94,167.84,153.54,150.62,165.62,179.12,139.94,102.02
15,09,06,11.7,11.2,9.1,7.5,152.39,151.34,129.96,141.94,167.84,153.54,150.62,165.62,179.12,139.94,102.02,190.39
15,09,07,13.3,12.3,10.0,7.4,151.34,129.96,141.94,167.84,153.54,150.62,165.62,179.12,139.94,102.02,190.39,199.21
15,09,08,14.4,12.4,11.5,8.2,129.96,141.94,167.84,153.54,150.62,165.62,179.12,139.94,102.02,190.39,199.21,199.21
15,09,09,14.9,13.2,11.4,10.3,141.94,167.84,153.54,150.62,165.62,179.12,139.94,102.02,190.39,199.21,199.21,200.97
15,09,10,14.6,13.1,11.6,10.6,167.84,153.54,150.62,165.62,179.12,139.94,102.02,190.39,199.21,199.21,200.97,184.49
15,09,11,14.9,13.9,16.1,9.1,153.54,150.62,165.62,179.12,139.94,102.02,190.39,199.21,199.21,200.97,184.49,151.8
15,09,12,13.5,16.3,15.2,8.5,150.62,165.62,179.12,139.94,102.02,190.39,199.21,199.21,200.97,184.49,151.8,157.52
15,09,13,14.3,14.1,15.5,8.7,165.62,179.12,139.94,102.02,190.39,199.21,199.21,200.97,184.49,151.8,157.52,177.79
15,09,14,14.6,17.0,15.7,11.2,179.12,139.94,102.02,190.39,199.21,199.21,200.97,184.49,151.8,157.52,177.79,172.11
15,09,15,12.5,14.2,15.3,10.1,139.94,102.02,190.39,199.21,199.21,200.97,184.49,151.8,157.52,177.79,172.11,188.15
15,09,16,11.4,13.4,12.9,9.9,102.02,190.39,199.21,199.21,200.97,184.49,151.8,157.52,177.79,172.11,188.15,173.18
15,09,17,13.7,14.0,10.9,10.9,190.39,199.21,199.21,200.97,184.49,151.8,157.52,177.79,172.11,188.15,173.18,135.08
15,09,18,14.7,12.7,11.5,11.9,199.21,199.21,200.97,184.49,151.8,157.52,177.79,172.11,188.15,173.18,135.08,122.08
15,09,19,12.9,10.8,9.9,10.4,199.21,200.97,184.49,151.8,157.52,177.79,172.11,188.15,173.18,135.08,122.08,137.32
15,09,20,11.1,10.5,9.2,10.2,200.97,184.49,151.8,157.52,177.79,172.11,188.15,173.18,135.08,122.08,137.32,192.44
15,09,21,10.9,9.7,9.4,9.8,184.49,151.8,157.52,177.79,172.11,188.15,173.18,135.08,122.08,137.32,192.44,171.0
15,09,22,10.5,10.9,11.5,10.1,151.8,157.52,177.79,172.11,188.15,173.18,135.08,122.08,137.32,192.44,171.0,174.5
15,09,23,12.4,12.9,10.5,9.4,157.52,177.79,172.11,188.15,173.18,135.08,122.08,137.32,192.44,171.0,174.5,153.98
15,09,24,12.9,11.4,13.4,10.2,177.79,172.11,188.15,173.18,135.08,122.08,137.32,192.44,171.0,174.5,153.98,144.74
15,09,25,10.4,9.7,10.4,8.6,172.11,188.15,173.18,135.08,122.08,137.32,192.44,171.0,174.5,153.98,144.74,138.77
15,09,26,9.1,10.5,8.7,9.2,188.15,173.18,135.08,122.08,137.32,192.44,171.0,174.5,153.98,144.74,138.77,140.47
15,09,27,9.6,11.0,9.4,9.1,173.18,135.08,122.08,137.32,192.44,171.0,174.5,153.98,144.74,138.77,140.47,169.48
15,09,28,10.1,11.4,9.3,9.5,135.08,122.08,137.32,192.44,171.0,174.5,153.98,144.74,138.77,140.47,169.48,158.5
15,09,29,10.7,12.6,11.8,11.3,122.08,137.32,192.44,171.0,174.5,153.98,144.74,138.77,140.47,169.48,158.5,144.48
15,09,30,11.9,12.2,11.0,6.6,137.32,192.44,171.0,174.5,153.98,144.74,138.77,140.47,169.48,158.5,144.48,128.59
15,10,01,11.0,11.5,11.2,4.8,192.44,171.0,174.5,153.98,144.74,138.77,140.47,169.48,158.5,144.48,128.59,111.02
15,10,02,11.1,10.6,10.2,4.7,171.0,174.5,153.98,144.74,138.77,140.47,169.48,158.5,144.48,128.59,111.02,120.28
15,10,03,10.1,9.7,8.4,3.1,174.5,153.98,144.74,138.77,140.47,169.48,158.5,144.48,128.59,111.02,120.28,127.75
15,10,04,9.9,10.4,7.3,2.3,153.98,144.74,138.77,140.47,169.48,158.5,144.48,128.59,111.02,120.28,127.75,151.8
15,10,05,10.6,9.6,6.8,2.2,144.74,138.77,140.47,169.48,158.5,144.48,128.59,111.02,120.28,127.75,151.8,130.0
15,10,06,8.4,14.1,9.5,0.2,138.77,140.47,169.48,158.5,144.48,128.59,111.02,120.28,127.75,151.8,130.0,146.58
15,10,07,7.6,11.1,9.0,1.2,140.47,169.48,158.5,144.48,128.59,111.02,120.28,127.75,151.8,130.0,146.58,182.92
15,10,08,7.3,9.8,8.9,3.4,169.48,158.5,144.48,128.59,111.02,120.28,127.75,151.8,130.0,146.58,182.92,200.9
15,10,09,7.4,9.8,7.6,3.9,158.5,144.48,128.59,111.02,120.28,127.75,151.8,130.0,146.58,182.92,200.9,190.36
15,10,10,8.0,9.9,7.3,3.7,144.48,128.59,111.02,120.28,127.75,151.8,130.0,146.58,182.92,200.9,190.36,185.73
15,10,11,8.7,9.8,4.3,6.6,128.59,111.02,120.28,127.75,151.8,130.0,146.58,182.92,200.9,190.36,185.73,212.05
15,10,12,7.7,9.1,5.6,6.8,111.02,120.28,127.75,151.8,130.0,146.58,182.92,200.9,190.36,185.73,212.05,210.37
15,10,13,6.1,7.8,7.9,7.5,120.28,127.75,151.8,130.0,146.58,182.92,200.9,190.36,185.73,212.05,210.37,215.02
15,10,14,3.9,6.6,6.1,7.7,127.75,151.8,130.0,146.58,182.92,200.9,190.36,185.73,212.05,210.37,215.02,218.19
15,10,15,4.1,7.1,6.5,7.7,151.8,130.0,146.58,182.92,200.9,190.36,185.73,212.05,210.37,215.02,218.19,220.7
15,10,16,2.4,7.0,9.6,5.4,130.0,146.58,182.92,200.9,190.36,185.73,212.05,210.37,215.02,218.19,220.7,214.35
15,10,17,2.8,7.9,9.1,7.4,146.58,182.92,200.9,190.36,185.73,212.05,210.37,215.02,218.19,220.7,214.35,218.99
15,10,18,5.0,7.2,8.8,8.0,182.92,200.9,190.36,185.73,212.05,210.37,215.02,218.19,220.7,214.35,218.99,281.65
15,10,19,5.1,7.3,7.3,7.9,200.9,190.36,185.73,212.05,210.37,215.02,218.19,220.7,214.35,218.99,281.65,279.93
15,10,20,6.1,7.4,4.9,7.8,190.36,185.73,212.05,210.37,215.02,218.19,220.7,214.35,218.99,281.65,279.93,232.49
15,10,21,6.9,9.6,6.5,6.6,185.73,212.05,210.37,215.02,218.19,220.7,214.35,218.99,281.65,279.93,232.49,220.77
15,10,22,10.2,11.1,8.7,3.2,212.05,210.37,215.02,218.19,220.7,214.35,218.99,281.65,279.93,232.49,220.77,221.61
15,10,23,9.8,9.7,8.3,2.0,210.37,215.02,218.19,220.7,214.35,218.99,281.65,279.93,232.49,220.77,221.61,220.55
15,10,24,7.4,9.6,8.7,7.8,215.02,218.19,220.7,214.35,218.99,281.65,279.93,232.49,220.77,221.61,220.55,213.2
15,10,25,8.2,8.1,5.2,5.4,218.19,220.7,214.35,218.99,281.65,279.93,232.49,220.77,221.61,220.55,213.2,246.12
15,10,26,6.2,9.3,6.7,1.5,220.7,214.35,218.99,281.65,279.93,232.49,220.77,221.61,220.55,213.2,246.12,247.31
15,10,27,5.4,9.4,3.6,0.7,214.35,218.99,281.65,279.93,232.49,220.77,221.61,220.55,213.2,246.12,247.31,247.8
15,10,28,6.3,6.4,1.4,3.4,218.99,281.65,279.93,232.49,220.77,221.61,220.55,213.2,246.12,247.31,247.8,277.24
15,10,29,6.0,6.7,2.8,0.9,281.65,279.93,232.49,220.77,221.61,220.55,213.2,246.12,247.31,247.8,277.24,256.44
15,10,30,6.3,11.2,4.8,-0.8,279.93,232.49,220.77,221.61,220.55,213.2,246.12,247.31,247.8,277.24,256.44,233.88
15,10,31,8.1,11.8,11.9,2.6,232.49,220.77,221.61,220.55,213.2,246.12,247.31,247.8,277.24,256.44,233.88,229.01
15,11,01,8.0,10.3,9.4,7.4,220.77,221.61,220.55,213.2,246.12,247.31,247.8,277.24,256.44,233.88,229.01,237.36
15,11,02,6.7,10.8,11.7,5.1,221.61,220.55,213.2,246.12,247.31,247.8,277.24,256.44,233.88,229.01,237.36,241.4
15,11,03,7.3,10.3,8.7,5.6,220.55,213.2,246.12,247.31,247.8,277.24,256.44,233.88,229.01,237.36,241.4,241.26
15,11,04,4.9,9.6,7.1,2.9,213.2,246.12,247.31,247.8,277.24,256.44,233.88,229.01,237.36,241.4,241.26,243.06
15,11,05,4.6,8.9,3.4,2.2,246.12,247.31,247.8,277.24,256.44,233.88,229.01,237.36,241.4,241.26,243.06,239.85
15,11,06,7.2,12.9,3.3,-0.4,247.31,247.8,277.24,256.44,233.88,229.01,237.36,241.4,241.26,243.06,239.85,214.66
15,11,07,9.8,9.3,7.7,1.7,247.8,277.24,256.44,233.88,229.01,237.36,241.4,241.26,243.06,239.85,214.66,209.09
15,11,08,7.1,8.3,6.9,4.9,277.24,256.44,233.88,229.01,237.36,241.4,241.26,243.06,239.85,214.66,209.09,213.49
15,11,09,7.0,8.9,8.2,5.1,256.44,233.88,229.01,237.36,241.4,241.26,243.06,239.85,214.66,209.09,213.49,211.13
